time[sec],ax[m/s^2],ay[m/s^2],az[m/s^2],gx[rad/s],gy[rad/s],gz[rad/s]
13.750,1.164,-5.849,4.421,2.988,-0.642,0.473
13.760,1.557,-5.868,6.208,2.841,-0.545,0.474
13.770,1.437,-5.676,8.148,2.732,-0.274,0.566
13.780,0.493,-5.384,9.489,2.552,0.099,0.716
13.790,-2.812,-5.547,9.877,2.231,0.412,0.617
13.800,-3.147,-6.438,7.554,2.019,0.119,0.367
13.810,-0.843,-7.161,6.074,2.101,-0.432,0.303
13.820,0.618,-7.061,5.691,2.272,-0.787,0.336
13.830,1.111,-5.968,5.145,2.418,-0.960,0.442
13.840,0.766,-4.800,4.177,2.535,-1.074,0.522
13.850,0.972,-4.613,5.106,2.627,-1.126,0.507
13.860,1.787,-4.694,9.000,2.660,-0.791,0.534
13.870,-0.115,-3.296,11.146,2.533,-0.343,0.590
13.880,-1.303,-3.013,10.998,2.327,-0.022,0.688
13.890,-1.811,-3.727,10.442,2.129,0.162,0.805
13.900,-1.763,-3.779,9.250,1.940,0.128,0.810
13.910,-1.121,-3.674,7.420,1.879,-0.161,0.797
13.920,-0.757,-3.334,6.237,1.906,-0.540,0.765
13.930,-0.364,-2.697,6.251,1.878,-0.872,0.744
13.940,-0.053,-2.318,7.889,1.791,-0.962,0.677
13.950,0.086,-2.400,9.422,1.685,-0.695,0.631
13.960,-0.637,-2.419,10.744,1.523,-0.173,0.591
13.970,-1.279,-1.681,11.443,1.244,0.291,0.569
13.980,-0.422,-2.941,7.410,0.611,-0.125,0.186
13.990,-0.393,-2.874,7.300,0.620,-0.190,0.170
14.000,-0.369,-2.668,7.338,0.634,-0.262,0.153
14.010,-0.374,-2.457,7.257,0.642,-0.334,0.142
14.020,-0.374,-2.476,7.252,0.648,-0.409,0.128
14.030,-0.096,-2.069,6.979,0.666,-0.663,0.059
14.040,0.192,-2.017,7.209,0.749,-0.717,-0.036
14.050,0.714,-2.151,8.751,0.835,-0.540,-0.082
14.060,0.350,-2.017,10.040,0.769,-0.238,-0.137
14.070,-0.378,-1.518,10.682,0.625,-0.069,-0.198
14.080,-0.896,-1.370,10.778,0.480,-0.086,-0.237
14.090,-0.905,-1.945,9.968,0.416,-0.188,-0.349
14.100,-0.455,-2.371,9.422,0.423,-0.259,-0.439
14.110,0.211,-1.844,8.996,0.472,-0.323,-0.489
14.120,0.613,-1.145,8.560,0.489,-0.356,-0.585
14.130,0.331,-0.901,8.493,0.481,-0.387,-0.688
14.140,-0.120,-1.250,9.427,0.436,-0.356,-0.784
14.150,-0.474,-1.221,10.873,0.365,-0.194,-0.862
14.160,-0.441,-0.987,11.760,0.261,0.086,-0.950
14.170,-0.642,-0.709,11.635,0.090,0.378,-1.071
14.180,-0.829,-0.589,10.835,-0.059,0.583,-1.181
14.190,-0.604,-1.049,10.188,-0.143,0.763,-1.296
14.200,-0.038,-0.881,9.575,-0.159,0.898,-1.422
14.210,0.934,-1.126,9.523,-0.111,0.858,-1.537
14.220,1.427,-1.643,9.412,0.002,0.747,-1.595
14.230,2.213,-2.112,9.163,0.193,0.392,-1.655
14.240,1.466,-1.835,8.929,0.361,-0.011,-1.661
14.250,-0.283,-1.538,9.259,0.411,-0.376,-1.729
14.260,-0.790,-1.356,9.997,0.387,-0.555,-1.812
14.270,-1.006,-0.824,10.600,0.311,-0.446,-1.847
14.280,-0.474,-0.263,9.911,0.195,-0.165,-1.905
14.290,1.231,0.077,9.326,0.098,0.059,-2.032
14.300,2.199,-0.814,9.226,0.097,0.240,-2.038
14.310,2.845,-2.520,9.475,0.298,0.244,-1.956
14.320,2.179,-2.735,9.206,0.556,0.177,-1.802
14.330,-0.034,-2.156,8.890,0.799,0.039,-1.664
14.340,-1.576,-1.408,9.365,0.908,-0.155,-1.656
14.350,-2.505,-0.240,10.356,0.848,-0.274,-1.737
14.360,-2.812,0.005,10.873,0.719,-0.332,-1.908
14.370,-0.666,-0.182,10.524,0.490,-0.217,-2.178
14.380,3.286,-0.369,9.954,0.261,-0.044,-2.304
14.390,4.220,-1.403,9.733,0.257,0.122,-2.184
14.400,1.729,-2.065,9.479,0.438,0.240,-2.047
14.410,-0.584,-1.935,9.259,0.614,0.207,-1.985
14.420,-1.116,-0.810,9.772,0.739,0.137,-1.941
14.430,-0.853,0.182,10.117,0.708,0.066,-1.900
14.440,-1.265,0.297,9.753,0.578,-0.146,-1.964
14.450,-0.053,0.527,8.847,0.388,-0.347,-2.071
14.460,2.088,0.263,8.598,0.228,-0.503,-2.209
14.470,3.684,-0.297,8.694,0.111,-0.442,-2.263
14.480,3.688,-0.833,9.911,0.071,-0.202,-2.226
14.490,1.480,-0.934,10.423,0.135,-0.005,-2.204
14.500,-0.273,-0.460,10.653,0.173,0.023,-2.182
14.510,-0.489,-0.810,10.648,0.176,0.057,-2.056
14.520,-0.038,-1.130,9.997,0.168,0.021,-1.813
14.530,-0.153,-0.968,9.465,0.119,0.006,-1.632
14.540,-0.992,-0.589,8.205,0.118,-0.151,-1.551
14.550,0.057,-0.383,8.354,0.125,-0.406,-1.481
14.560,2.007,0.354,9.297,0.076,-0.408,-1.550
14.570,2.400,0.972,9.906,-0.022,-0.324,-1.653
14.580,1.106,0.541,9.767,-0.205,-0.276,-1.726
14.590,0.699,-0.278,10.126,-0.302,-0.261,-1.867
14.600,0.647,-0.968,10.600,-0.313,-0.224,-1.897
14.610,0.771,-1.456,10.255,-0.238,-0.071,-1.859
14.620,0.958,-1.758,9.638,-0.125,0.201,-1.772
14.630,0.814,-1.705,9.135,-0.022,0.365,-1.645
14.640,0.580,-0.910,9.336,-0.032,0.301,-1.589
14.650,1.059,0.101,9.872,-0.149,0.159,-1.660
14.660,1.423,0.709,9.422,-0.307,0.060,-1.852
14.670,1.178,0.125,8.981,-0.503,-0.099,-1.947
14.680,0.877,-0.503,8.756,-0.598,-0.289,-2.054
14.690,0.757,-1.370,8.579,-0.584,-0.368,-2.105
14.700,0.810,-1.681,8.847,-0.409,-0.305,-2.034
14.710,0.311,-2.405,10.303,-0.158,0.025,-1.955
14.720,-0.216,-2.227,11.774,0.016,0.558,-1.861
14.730,-0.532,-1.250,12.095,0.123,1.063,-1.779
14.740,-0.426,0.474,10.883,0.164,1.381,-1.848
14.750,0.685,1.059,8.933,0.048,1.305,-1.939
14.760,2.381,0.819,8.114,-0.133,0.991,-1.968
14.770,3.013,0.292,7.094,-0.262,0.396,-1.969
14.780,2.975,-0.910,6.390,-0.248,-0.256,-1.913
14.790,2.328,-1.662,6.902,-0.067,-0.725,-1.813
14.800,1.241,-2.223,8.378,0.265,-0.790,-1.654
14.810,-0.532,-1.633,10.739,0.596,-0.509,-1.573
14.820,-0.781,-1.202,12.828,0.730,0.166,-1.503
14.830,-0.527,0.747,12.306,0.637,0.739,-1.503
14.840,-0.843,2.227,9.978,0.410,0.812,-1.664
14.850,0.695,0.891,8.277,0.164,0.588,-1.747
14.860,2.151,-0.489,7.621,0.042,0.328,-1.633
14.870,2.453,-1.384,8.009,0.039,-0.012,-1.504
14.880,1.241,-1.212,8.363,0.127,-0.384,-1.385
14.890,1.011,-0.944,9.254,0.283,-0.507,-1.291
14.900,1.289,-0.891,10.734,0.318,-0.393,-1.139
14.910,0.307,-0.216,11.113,0.255,-0.328,-0.996
14.920,0.259,-0.196,11.146,0.180,-0.294,-0.956
14.930,0.699,-0.604,11.113,0.094,-0.194,-0.980
14.940,0.814,-0.489,10.600,0.024,-0.081,-1.034
14.950,0.939,0.014,10.232,-0.040,0.016,-1.119
14.960,1.437,0.412,10.179,-0.141,0.072,-1.184
14.970,1.557,0.838,9.681,-0.269,0.009,-1.208
14.980,2.021,-0.115,9.360,-0.378,-0.035,-1.186
14.990,0.881,-0.359,9.168,-0.412,-0.068,-1.166
15.000,0.647,-1.154,9.408,-0.388,0.011,-1.056
15.010,0.398,-0.019,9.293,-0.263,-0.184,-0.752
15.020,0.402,-0.014,9.250,-0.282,-0.219,-0.757
15.030,0.426,0.010,9.264,-0.302,-0.265,-0.757
15.040,0.316,-0.053,9.297,-0.323,-0.291,-0.756
15.050,0.316,-0.115,9.365,-0.339,-0.324,-0.750
15.060,0.311,-0.168,9.274,-0.345,-0.349,-0.746
15.070,0.182,-0.240,9.192,-0.352,-0.370,-0.735
15.080,0.029,-0.484,9.125,-0.352,-0.371,-0.720
15.090,-0.158,-1.154,8.909,-0.294,-0.356,-0.646
15.100,-0.086,-1.514,9.479,-0.174,-0.182,-0.521
15.110,-0.077,-1.437,9.662,-0.070,0.007,-0.424
15.120,0.005,-1.202,9.580,-0.001,0.070,-0.355
15.130,0.709,-0.594,9.556,0.020,0.074,-0.341
15.140,1.284,-0.211,9.393,-0.024,0.088,-0.371
15.150,1.298,-0.465,8.948,-0.133,0.045,-0.346
15.160,1.394,-0.920,8.531,-0.187,-0.016,-0.333
15.170,1.629,-1.279,8.335,-0.185,-0.096,-0.290
15.180,1.811,-1.638,8.316,-0.147,-0.152,-0.185
15.190,1.916,-1.787,8.675,-0.059,-0.155,-0.055
15.200,1.672,-2.069,9.245,0.066,-0.089,0.074
15.210,1.245,-2.160,9.638,0.207,0.007,0.188
15.220,1.140,-1.681,10.078,0.286,0.146,0.281
15.230,1.097,-0.920,10.308,0.283,0.318,0.348
15.240,1.260,-0.402,10.073,0.205,0.448,0.369
15.250,0.666,-0.345,9.499,0.056,0.404,0.407
15.260,0.786,-0.790,9.499,-0.084,0.216,0.448
15.270,0.685,-1.212,9.369,-0.118,-0.012,0.528
15.280,0.714,-1.471,9.724,-0.023,-0.207,0.663
15.290,0.757,-1.710,10.500,0.135,-0.250,0.802
15.300,0.790,-1.250,10.854,0.256,-0.131,0.909
15.310,1.078,-0.594,11.319,0.244,0.164,0.987
15.320,0.857,-0.527,10.936,0.152,0.454,1.069
15.330,0.671,-0.479,10.332,0.043,0.638,1.138
15.340,0.493,-1.365,9.068,-0.495,-0.487,1.209
15.350,0.469,-1.447,9.269,-0.474,-0.501,1.221
15.360,0.541,-1.490,9.513,-0.454,-0.503,1.231
15.370,0.599,-1.576,9.556,-0.429,-0.494,1.244
15.380,0.704,-1.605,9.805,-0.402,-0.469,1.265
15.390,1.106,-1.327,10.433,-0.274,-0.159,1.377
15.400,1.111,-0.738,10.361,-0.202,0.310,1.503
15.410,0.992,-0.604,10.255,-0.213,0.749,1.607
15.420,0.771,-0.843,9.949,-0.292,1.040,1.718
15.430,0.172,-0.436,8.795,-0.375,1.031,1.780
15.440,0.019,-0.182,8.263,-0.498,0.577,1.768
15.450,0.268,-0.762,8.191,-0.635,-0.080,1.790
15.460,0.192,-1.260,8.766,-0.657,-0.584,1.816
15.470,0.297,-1.384,9.676,-0.562,-0.752,1.877
15.480,0.723,-1.336,11.084,-0.397,-0.522,1.960
15.490,1.303,-1.317,11.510,-0.252,-0.059,2.127
15.500,1.356,-1.130,10.888,-0.097,0.513,2.293
15.510,0.987,-0.642,9.872,-0.003,0.832,2.411
15.520,1.097,-0.182,8.359,0.072,0.824,2.406
15.530,1.356,-0.632,7.635,0.075,0.425,2.369
15.540,1.231,-1.360,7.942,0.066,-0.080,2.325
15.550,0.728,-1.174,8.363,0.109,-0.525,2.293
15.560,0.819,-0.886,9.384,0.161,-0.723,2.292
15.570,0.795,-0.857,10.500,0.197,-0.549,2.325
15.580,0.393,-1.039,10.878,0.205,-0.202,2.384
15.590,0.196,-0.920,10.682,0.169,0.153,2.461
15.600,-0.359,-0.326,10.069,0.098,0.325,2.483
15.610,-0.810,0.441,9.350,-0.019,0.258,2.376
15.620,-0.307,0.211,8.498,-0.186,-0.050,2.260
15.630,0.848,-0.522,7.913,-0.270,-0.416,2.189
15.640,1.566,-1.097,8.162,-0.201,-0.637,2.207
15.650,1.609,-1.576,8.550,-0.071,-0.763,2.274
15.660,1.327,-1.552,9.168,0.039,-0.769,2.360
15.670,1.063,-1.078,9.594,0.072,-0.663,2.481
15.680,0.733,-0.383,10.236,-0.006,-0.412,2.578
15.690,-0.388,0.201,9.872,-0.156,-0.193,2.584
15.700,-1.284,0.115,9.144,-0.307,-0.094,2.472
15.710,-1.106,-0.182,8.708,-0.384,-0.037,2.299
15.720,-0.240,-0.857,8.742,-0.338,0.025,2.210
15.730,0.766,-0.934,8.541,-0.217,0.092,2.197
15.740,1.159,-1.083,9.015,-0.118,0.232,2.226
15.750,1.308,-1.159,9.154,-0.061,0.454,2.294
15.760,1.667,-0.675,8.919,-0.053,0.662,2.375
15.770,1.643,-0.503,8.512,-0.066,0.777,2.469
15.780,0.987,-0.838,8.766,-0.084,0.705,2.592
15.790,0.144,-0.637,9.609,-0.075,0.576,2.680
15.800,-0.445,-0.666,10.026,-0.047,0.442,2.657
15.810,-0.843,-0.685,10.375,-0.114,0.288,2.635
15.820,-1.394,-0.762,10.327,-0.195,0.219,2.584
15.830,-1.777,-0.321,9.604,-0.240,0.124,2.351
15.840,-0.853,-1.083,8.574,-0.234,-0.095,2.179
15.850,0.565,-1.518,8.244,-0.149,-0.307,2.121
15.860,1.973,-1.710,8.138,-0.026,-0.493,2.192
15.870,2.812,-1.514,8.866,0.062,-0.597,2.399
15.880,2.903,-0.766,9.374,0.078,-0.567,2.622
15.890,2.357,-0.225,9.671,0.046,-0.490,2.807
15.900,1.619,0.307,10.078,-0.018,-0.486,2.895
15.910,0.321,0.216,10.131,-0.077,-0.534,2.928
15.920,-0.426,-0.034,10.366,-0.068,-0.505,2.957
15.930,-1.025,0.053,11.525,-0.145,-0.223,2.950
15.940,-1.346,0.666,13.920,-0.435,0.415,2.907
15.950,-2.055,0.508,12.449,-0.730,0.972,2.810
15.960,-1.906,0.297,9.652,-0.832,1.110,2.578
15.970,-1.403,-0.627,6.878,-0.705,0.831,2.289
15.980,-0.608,-1.772,5.571,-0.392,0.223,2.091
15.990,-0.192,-2.294,5.820,-0.025,-0.421,1.973
16.000,0.393,-2.280,7.161,0.319,-0.874,1.937
16.010,1.001,-1.724,9.307,0.519,-1.056,1.974
16.020,1.178,-1.020,10.457,0.508,-1.031,2.078
16.030,1.447,-0.656,11.894,0.340,-0.856,2.230
16.040,1.653,-0.527,12.526,0.119,-0.449,2.366
16.050,1.178,-0.407,12.004,-0.101,0.027,2.414
16.060,0.445,-0.661,10.950,-0.275,0.382,2.431
16.070,-0.134,-0.757,9.877,-0.361,0.537,2.363
16.080,-0.810,-0.924,8.919,-0.353,0.431,2.250
16.090,-1.063,-1.432,8.282,-0.266,0.226,2.127
16.100,-1.657,-1.063,6.471,-0.001,0.070,1.996
16.110,-1.178,-0.345,7.219,0.276,-0.040,1.939
16.120,-0.158,-0.115,7.736,0.467,0.008,1.957
16.130,1.327,-0.249,9.202,0.533,0.134,2.095
16.140,2.146,-0.527,10.342,0.508,0.179,2.300
16.150,1.758,-0.872,11.132,0.403,0.222,2.469
16.160,0.623,-0.311,10.466,0.279,0.261,2.564
16.170,-0.321,0.225,9.494,0.202,0.288,2.546
16.180,-0.853,0.273,8.603,0.148,0.311,2.461
16.190,-1.097,0.378,7.999,0.120,0.240,2.324
16.200,-1.044,0.283,7.353,0.102,0.021,2.137
16.210,-0.436,-0.019,7.966,0.128,-0.178,1.987
16.220,-0.101,-0.527,8.536,0.173,-0.218,1.953
16.230,0.417,-0.187,9.120,0.227,-0.154,1.986
16.240,1.020,0.048,9.944,0.172,-0.135,2.029
16.250,1.724,0.359,10.600,-0.012,-0.150,2.133
16.260,1.576,0.565,10.816,-0.223,-0.118,2.207
16.270,0.436,0.833,9.925,-0.345,-0.026,2.210
16.280,-0.556,1.221,9.475,-0.414,-0.027,2.170
16.290,-1.039,1.557,9.274,-0.533,-0.152,2.114
16.300,-0.627,1.284,9.915,-0.656,-0.232,2.021
16.310,-0.541,0.604,10.749,-0.753,-0.210,1.965
16.320,0.575,0.177,11.103,-0.789,-0.051,2.004
16.330,1.581,-0.364,11.108,-0.770,0.195,2.169
16.340,2.055,-0.426,11.108,-0.737,0.547,2.400
16.350,1.724,0.072,10.495,-0.738,0.851,2.605
16.360,0.618,0.268,9.882,-0.738,0.978,2.748
16.370,-0.800,-0.110,8.699,-0.687,0.915,2.748
16.380,-1.863,-0.235,7.908,-0.590,0.750,2.649
16.390,-1.538,-0.091,7.990,-0.492,0.567,2.634
16.400,-0.139,0.206,9.978,-0.519,0.597,2.737
16.410,0.728,-0.378,10.864,-0.597,0.847,2.897
16.420,0.848,-0.627,10.246,-0.561,1.045,2.950
16.430,0.216,-0.829,9.206,-0.446,1.047,2.934
16.440,-0.565,-0.714,8.957,-0.352,0.862,2.858
16.450,-1.030,-0.613,8.977,-0.335,0.712,2.757
16.460,-1.442,-0.968,8.359,-0.298,0.581,2.674
16.470,-1.557,-0.244,7.779,-0.218,0.388,2.662
16.480,-1.494,0.848,7.899,-0.238,0.213,2.627
16.490,-1.245,1.662,8.445,-0.349,0.067,2.592
16.500,-1.183,1.710,9.345,-0.460,0.026,2.507
16.510,-1.681,0.647,9.288,-0.490,-0.092,2.382
16.520,-1.451,-0.445,9.614,-0.499,-0.265,2.274
16.530,-1.092,-0.896,9.508,-0.541,-0.388,2.196
16.540,-1.006,-0.853,8.933,-0.570,-0.505,2.107
16.550,-0.398,-0.522,9.058,-0.414,-0.645,2.085
16.560,-0.345,-0.560,9.230,-0.417,-0.623,2.089
16.570,-0.153,-0.704,9.772,-0.471,-0.570,2.097
16.580,0.129,-0.829,9.954,-0.508,-0.593,2.163
16.590,0.101,-0.604,9.805,-0.550,-0.727,2.279
16.600,-0.398,-0.814,9.820,-0.614,-0.839,2.355
16.610,-0.326,-1.059,8.555,-0.674,-0.980,2.480
16.620,-0.570,-1.207,10.361,-0.709,-1.042,2.599
16.630,-0.134,-0.934,10.610,-0.691,-0.769,2.636
16.640,0.010,-0.738,10.485,-0.569,-0.421,2.582
16.650,-0.297,-0.220,9.230,-0.476,-0.171,2.443
16.660,-0.762,-0.105,8.636,-0.440,-0.223,2.233
16.670,-0.388,0.685,9.115,-0.423,-0.378,1.918
16.680,-0.426,1.049,9.350,-0.435,-0.477,1.574
16.690,-0.627,0.776,9.896,-0.426,-0.435,1.344
16.700,-0.671,0.632,9.935,-0.381,-0.239,1.272
16.710,-1.365,0.000,9.863,-0.312,-0.023,1.248
16.720,-1.820,-0.455,8.953,-0.208,0.038,1.202
16.730,-1.341,-0.627,8.953,-0.082,-0.064,1.097
16.740,-0.901,-0.742,9.154,0.007,-0.088,0.957
16.750,-0.719,-0.963,9.417,0.099,-0.136,0.730
16.760,-0.594,-1.308,9.685,0.181,-0.115,0.525
16.770,-0.326,-1.293,9.729,0.278,-0.042,0.345
16.780,-0.307,-0.862,9.820,0.339,0.026,0.174
16.790,-0.139,-0.580,9.671,0.385,0.040,0.017
16.800,0.216,-0.287,9.939,0.421,-0.035,-0.176
16.810,-0.005,0.235,9.958,0.408,0.005,-0.447
16.820,-0.977,0.235,9.135,0.419,-0.076,-0.689
16.830,-1.672,0.254,9.044,0.418,-0.217,-0.847
16.840,-1.159,0.034,9.762,0.421,-0.224,-0.976
16.850,-0.398,-0.235,10.308,0.457,-0.079,-1.077
16.860,-0.431,-0.613,10.308,0.503,0.017,-1.182
16.870,0.350,-0.259,10.275,0.561,-0.076,-1.671
16.880,0.235,-0.220,10.030,0.560,-0.075,-1.701
16.890,0.101,-0.235,9.978,0.565,-0.074,-1.732
16.900,-0.034,-0.139,9.935,0.560,-0.081,-1.754
16.910,-0.369,-0.057,9.786,0.562,-0.084,-1.769
16.920,-1.020,0.489,9.015,0.538,-0.065,-1.868
16.930,-1.068,0.968,8.933,0.517,0.058,-1.925
16.940,-0.901,1.356,9.005,0.538,0.205,-1.993
16.950,-0.805,1.447,9.183,0.600,0.396,-2.073
16.960,-0.196,1.370,8.929,0.687,0.504,-2.177
16.970,0.474,0.522,9.053,0.854,0.294,-2.366
16.980,0.877,-0.010,9.762,0.902,0.120,-2.550
16.990,-0.220,-0.010,10.059,0.836,0.054,-2.700
17.000,-1.150,0.254,9.628,0.769,0.016,-2.821
17.010,-1.427,0.580,9.135,0.732,0.052,-2.838
17.020,-2.007,1.284,9.115,0.661,0.262,-2.833
17.030,-2.002,2.074,9.029,0.542,0.724,-2.817
17.040,-1.380,2.132,8.732,0.537,1.130,-2.718
17.050,0.148,1.480,8.622,0.771,1.108,-2.724
17.060,1.557,0.014,8.909,0.968,0.854,-2.880
17.070,2.088,-0.709,8.962,1.022,0.520,-3.009
17.080,1.581,-0.450,9.106,0.997,0.147,-3.066
17.090,-0.551,0.335,9.796,0.873,-0.209,-3.156
17.100,-2.299,0.958,9.748,0.739,-0.407,-3.314
17.110,-2.472,0.972,9.154,0.714,-0.444,-3.472
17.120,-2.390,0.565,9.154,0.689,-0.237,-3.501
17.130,-1.696,0.187,9.858,0.610,0.239,-3.325
17.140,-0.781,0.297,10.552,0.515,0.973,-2.973
17.150,0.810,0.613,10.667,0.633,1.338,-2.718
17.160,1.935,0.144,10.198,0.779,1.248,-2.663
17.170,1.954,0.335,8.857,0.801,0.764,-2.685
17.180,0.857,1.432,8.354,0.738,0.234,-2.706
17.190,-1.442,1.969,8.905,0.597,-0.118,-2.759
17.200,-3.248,1.542,9.264,0.404,-0.360,-2.895
17.210,-3.224,1.442,9.638,0.306,-0.388,-2.994
17.220,-2.481,1.260,9.700,0.280,-0.209,-2.957
17.230,-1.523,1.068,9.537,0.296,0.065,-2.778
17.240,0.321,0.762,9.681,0.351,0.250,-2.564
17.250,1.638,0.378,9.911,0.420,0.199,-2.410
17.260,1.562,0.857,10.356,0.418,0.081,-2.319
17.270,0.216,1.930,9.858,0.342,-0.006,-2.251
17.280,-1.442,1.911,9.015,0.208,-0.068,-2.206
17.290,-2.864,0.972,8.953,0.052,-0.035,-2.233
17.300,-3.875,-0.067,8.804,-0.059,-0.021,-2.293
17.310,-4.048,-0.086,8.632,-0.073,-0.062,-2.360
17.320,-2.951,0.134,8.785,-0.056,-0.086,-2.347
17.330,-0.833,0.316,9.259,-0.019,-0.154,-2.257
17.340,1.116,0.072,9.925,0.025,-0.221,-2.155
17.350,1.576,0.067,10.217,0.042,-0.224,-2.055
17.360,0.201,0.546,9.676,0.000,-0.236,-2.006
17.370,-1.231,1.068,8.742,-0.102,-0.277,-2.029
17.380,-2.275,0.924,8.277,-0.199,-0.300,-2.040
17.390,-2.534,0.196,8.440,-0.285,-0.316,-1.966
17.400,-2.745,-0.632,8.991,-0.347,-0.284,-1.834
17.410,-2.874,-0.455,9.029,-0.365,-0.215,-1.741
17.420,-2.318,-0.038,8.876,-0.353,-0.154,-1.710
17.430,-1.083,0.010,8.833,-0.285,-0.143,-1.682
17.440,-0.316,0.182,8.809,-0.184,-0.237,-1.635
17.450,-0.283,0.120,8.818,-0.095,-0.466,-1.584
17.460,-0.877,0.244,9.068,-0.081,-0.654,-1.572
17.470,-1.696,0.096,9.048,-0.168,-0.762,-1.565
17.480,-2.199,-0.489,8.900,-0.254,-0.876,-1.520
17.490,-2.256,-1.236,8.962,-0.293,-0.984,-1.446
17.500,-1.983,-1.485,9.417,-0.289,-1.015,-1.391
17.510,-1.485,-1.394,9.882,-0.286,-1.008,-1.329
17.520,-0.536,-0.920,10.073,-0.284,-0.964,-1.240
17.530,0.321,-0.436,10.227,-0.280,-0.859,-1.153
17.540,0.584,-0.139,9.935,-0.311,-0.656,-1.128
17.550,0.623,-0.417,9.427,-0.352,-0.456,-1.144
17.560,0.201,-0.853,9.010,-0.399,-0.319,-1.146
17.570,-0.546,-1.015,8.809,-0.440,-0.281,-1.136
17.580,-1.293,-1.298,8.737,-0.453,-0.365,-1.132
17.590,-1.514,-1.820,8.502,-0.434,-0.541,-1.116
17.600,-1.308,-1.911,9.020,-0.440,-0.779,-1.041
17.610,-0.920,-1.940,9.575,-0.433,-0.960,-0.936
17.620,-0.680,-1.926,9.307,-0.374,-1.114,-0.813
17.630,-0.551,-1.451,9.039,-0.238,-1.232,-0.686
17.640,-0.153,-1.734,7.123,-0.214,-1.512,-0.511
17.650,-0.752,-1.049,8.651,-0.202,-1.811,-0.393
17.660,0.359,-1.183,9.709,-0.188,-1.779,-0.314
17.670,0.642,-1.911,10.279,-0.114,-1.456,-0.272
17.680,0.584,-1.988,11.046,-0.024,-0.927,-0.271
17.690,0.675,-1.983,10.840,0.130,-0.340,-0.281
17.700,0.929,-1.619,10.816,0.258,0.157,-0.248
17.710,0.829,-1.126,10.308,0.381,0.464,-0.212
17.720,0.948,-0.915,9.939,0.443,0.603,-0.167
17.730,1.217,-1.020,9.408,0.487,0.597,-0.084
17.740,0.963,-0.580,9.149,0.504,0.497,-0.027
17.750,0.723,-0.374,9.398,0.461,0.340,-0.051
17.760,0.613,-0.896,9.216,0.379,0.135,-0.105
17.770,0.158,-1.744,9.077,0.298,-0.094,-0.195
17.780,0.388,-2.156,8.852,0.278,-0.321,-0.271
17.790,0.996,-1.538,9.178,0.297,-0.412,-0.285
17.800,1.293,-0.728,9.628,0.313,-0.344,-0.277
17.810,1.509,-0.211,10.155,0.324,-0.156,-0.265
17.820,1.504,-0.072,10.524,0.310,0.120,-0.253
17.830,1.241,0.144,10.323,0.280,0.368,-0.276
17.840,1.020,-0.144,9.958,0.276,0.524,-0.304
17.850,0.695,-0.426,9.106,0.321,0.536,-0.331
17.860,0.158,-0.671,8.747,0.401,0.416,-0.375
17.870,0.235,-0.776,8.569,0.475,0.256,-0.403
17.880,0.321,-0.757,8.517,0.530,0.107,-0.387
17.890,0.254,-0.263,8.790,0.568,-0.011,-0.367
17.900,0.503,0.000,8.900,0.579,-0.014,-0.350
17.910,0.714,-0.115,9.183,0.600,0.052,-0.309
17.920,0.311,0.086,9.628,0.582,0.199,-0.305
17.930,0.129,-0.110,9.714,0.544,0.389,-0.341
17.940,0.096,-0.359,9.441,0.524,0.570,-0.359
17.950,-0.177,-0.398,9.058,0.531,0.657,-0.383
17.960,-0.426,-0.287,9.034,0.546,0.666,-0.404
17.970,-0.216,-0.340,8.828,0.527,0.611,-0.387
17.980,-0.172,0.072,8.972,0.483,0.514,-0.338
17.990,-0.206,0.407,8.900,0.436,0.348,-0.293
18.000,-0.120,0.354,8.847,0.406,0.093,-0.218
18.010,-0.268,-0.129,9.154,0.427,-0.157,-0.179
18.020,-0.920,-0.465,9.614,0.532,-0.313,-0.071
18.030,-0.992,-0.613,10.021,0.691,-0.348,0.011
18.040,-0.699,-0.795,10.620,0.985,-0.367,0.013
18.050,-0.292,-0.297,10.787,1.286,-0.307,-0.041
18.060,0.584,-0.120,10.476,1.547,-0.211,-0.079
18.070,0.795,0.536,10.557,1.768,-0.105,-0.122
18.080,1.983,1.566,11.132,1.801,0.175,-0.229
18.090,2.103,1.873,10.208,1.878,0.274,-0.340
18.100,1.605,1.969,10.145,1.882,0.315,-0.400
18.110,0.508,1.839,9.733,1.860,0.309,-0.365
18.120,-0.057,1.456,9.044,1.850,0.164,-0.261
18.130,-0.474,1.499,8.747,1.849,-0.102,-0.170
18.140,-0.359,1.514,8.258,1.859,-0.471,-0.107
18.150,-0.072,1.542,8.148,1.872,-0.902,-0.078
18.160,0.101,1.897,8.416,1.836,-1.292,-0.092
18.170,0.240,2.443,8.718,1.773,-1.574,-0.098
18.180,0.608,2.807,9.125,1.689,-1.770,-0.036
18.190,0.934,3.267,9.561,1.602,-1.876,0.063
18.200,1.083,3.549,9.633,1.506,-1.875,0.174
18.210,1.384,3.573,9.604,1.377,-1.778,0.266
18.220,1.403,3.502,9.302,1.269,-1.627,0.333
18.230,1.485,3.046,8.967,1.225,-1.588,0.383
18.240,1.595,2.922,9.159,1.202,-1.669,0.425
18.250,1.993,3.262,8.790,1.134,-1.846,0.443
18.260,2.237,3.717,8.550,1.003,-2.085,0.458
18.270,2.438,3.899,8.541,0.822,-2.327,0.511
